pop,area,y,placeholder
4295,1143509.7501856554,37.3314686447938,1
4261,1038040.5175888216,33.69268740606629,1
6398,1043140.0205349732,37.40189558802651,1
4112,2673271.941975419,33.6606288064347,1
3421,542585.4742305456,37.760965125568454,1
4190,113727.40355347864,34.05957826937005,1
2758,3318518.1892765076,38.31842343301877,1
2749,1345857.1373893626,37.819421292944064,1
3403,1294223.147307477,35.28867042377411,1
2547,1196050.3695721475,37.56799971320336,1
3788,1807736.7129977096,33.9374644852653,1
3137,240482.576762875,33.99835044472654,1
5667,1314714.850106868,33.82485552844574,1
3173,1302093.0469634966,33.70847125242989,1
3192,207045.71262312532,34.024964156279545,1
5676,1271749.8924467464,33.89554715750646,1
2900,1748804.145529003,33.73380512942175,1
5180,1309318.1643071836,34.07455796520521,1
5142,1618455.8765241948,38.02140358483785,1
2724,1150412.7349640997,38.564338491784554,1
6970,2665489.4706006744,33.91081921953741,1
6352,794791.2689727357,33.97206943400402,1
5165,1828933.5616743688,37.40039001339104,1
2769,1108569.1961461073,32.80832498456304,1
3359,1147947.1662194366,37.69316547050155,1
4802,942421.1166513212,32.79129401530191,1
2945,456690.434989495,37.86451281416011,1
4648,1641383.1950143036,34.242633064602956,1
5208,3461608.0791979837,38.64172929351804,1
7238,2060780.8096256051,37.54253548960711,1
4139,731217.4450710783,34.156602600085726,1
5810,4244828.006459476,37.313673781585635,1
6518,4633647.380838647,33.54780561608431,1
3274,3800175.928068595,35.3371269516376,1
5039,672945.1644127555,34.01587221214332,1
5619,1639127.664894692,34.117660484362055,1
3165,485726.7496225568,34.21148700875581,1
4431,3679102.4485351383,33.74916046047093,1
2838,1275122.9649173322,38.305682618416874,1
3077,619774761.5194726,39.59763330271199,1
4120,847166.8757511631,34.19577661142688,1
5126,5228043.871597362,33.88187296809453,1
4393,556949.4928328707,33.968292506335885,1
1817,1063293194.8648288,37.30658189519624,1
4145,1903460.389610288,32.79864928380594,1
6038,1557209.4849823653,33.81529476827238,1
4651,980103.3638527272,33.97092966171172,1
3443,1289409.69078812,37.75799293743941,1
3263,1042033.469055637,37.91128282753114,1
6298,1659318.8813058827,38.699479732260016,1
5581,365551535.8492977,37.00449584634509,1
3493,776679.200170422,34.04824674319595,1
4842,705476.3906743425,34.06275337574231,1
4659,1747771.858946868,33.93149838505132,1
5095,3001399011.592819,40.21415621445232,1
6112,1824649577.4224484,36.199331614389465,1
4423,2679811.100419203,36.83064531843833,1
3495,2411794.0193941,36.06757208425474,1
7930,10425206.107663255,38.26689227554384,1
4396,1780219.913825555,38.325518756496685,1
2972,818826.2556216939,37.395919584710725,1
7667,3018733.84014766,37.551254137444175,1
5352,1948294.795413539,36.80494839511168,1
4762,2070546.8759771432,37.92894924744233,1
2637,219408.47279476345,37.82604084089371,1
3409,605457.9654217665,37.72468052975193,1
3432,342394.39714668784,37.781293488104254,1
3902,1492753.5576234332,38.55057624939455,1
1797,488431.0505530792,34.209876089126155,1
2910,373636.3770780321,37.823245738444776,1
2237,450725567.9318489,36.3994867994368,1
3072,921889.4095848463,34.07939373979,1
5467,892313.1446280759,37.75487340826721,1
2858,434350.873205236,34.06847888980295,1
8447,2004505.751251308,37.618212249989895,1
5345,2113406.537771766,37.681182015560566,1
4750,1362408.999809759,37.82467439547896,1
2428,269211264.32766956,39.3680274399432,1
4310,548547115.4920955,36.248575050047066,1
5246,5520255.257581684,33.73654770601568,1
3013,468277.79869106686,33.832354514174874,1
5920,4084374.5558509994,36.22566354850653,1
6393,1740913.151844449,34.23383356579203,1
5398,570555.6727343547,34.20463067570442,1
3401,1913073.3738609392,38.55999096237388,1
2197,140455.9100517887,37.764787955757186,1
4266,821389.6855359934,34.17185708390642,1
1835,657030025.507931,38.93587247046427,1
4327,2323235.338518251,38.46992085252592,1
3822,915734.8564750232,34.120774902948334,1
5004,1199703.3651261884,37.29025500783773,1
7151,3778665.4900431056,37.731116809493315,1
4403,1042607.2697767704,33.89843682900297,1
4127,481839.03753356746,34.03091665406773,1
1894,1656183.9479097382,35.39913248940689,1
2192,1782230.3551431124,34.03155603396238,1
4066,10240878.675037162,36.29615204873928,1
2314,273884.7050105054,33.84974449910144,1
4516,405167.1272078485,37.540839227336285,1
4988,1117929.2720489549,34.21465983784392,1
3666,2622107.3212950705,35.30348586480221,1
813,227447.4737609757,32.874652533540335,1
2991,1660506.8403199925,33.057648906816965,1
5194,1699190.7900895677,34.06731425296869,1
2442,68355.8391370919,34.059182564211895,1
3377,577090.8519672005,33.985653396901974,1
2515,3882149.9031161354,35.366617550820955,1
3673,483414.9759408863,34.16827266971193,1
242,3735041.738182988,37.7454255380589,1
4307,1631555.5353804014,34.523720585342446,1
4205,972478.9758958428,34.1703027151604,1
3839,1296193.092174266,33.96805495032823,1
3526,323380.82955728535,33.77897003671294,1
4361,490238.82346354146,34.09442207199363,1
4145,1215737.0892956876,34.212379844290105,1
6227,798684.3664132737,33.97020957326637,1
4773,1336938.0006195458,37.67176638947418,1
2541,2590944.959694765,35.37624207149966,1
5580,2353989.1514328355,33.96769428345214,1
8757,3102543.5696128923,37.533144597040376,1
1150,1516963678.5865006,39.837327516373946,1
4869,620906.2467576098,34.01455441146734,1
4337,1540398.7936051523,37.24687307420946,1
3174,591561.4903610824,32.74737332005494,1
5239,1588407.050684641,33.57940915738976,1
5471,11020650.577814806,38.57126727391746,1
7537,1953174.492340547,37.534278215660905,1
3802,1127979.5909987292,37.90160267146354,1
4102,1454430.520663031,36.787630465213034,1
5058,1110692.107216079,37.84057020156384,1
3024,365149.6719673848,34.07268003727457,1
6486,2277010.4004013236,32.72727206252406,1
7579,529257.0195932919,32.75254525181284,1
4411,629408.543256149,32.692742592721046,1
5909,1429775.5040724245,37.34667187022525,1
2139,397682.7836213778,34.150168000319,1
5404,4191744.133947847,33.86408020262794,1
1119,4054540.154097645,33.73712673129447,1
3686,580095222.3901967,38.72992477260879,1
5573,5226982.097975531,34.6602215908759,1
3077,2020600.4016090704,34.23943971070968,1
2258,404779.2153207252,32.74528448215444,1
2984,1601522.5933432498,33.0419012151342,1
4120,1309531.0280755395,34.68234462140696,1
5350,965307.7975568512,33.94773299775766,1
5960,2347254.483696828,33.96921643146482,1
3979,1382916.3940217528,33.682146882081895,1
3314,309158.0353855041,37.770269301474215,1
6310,1003937.1691575,34.0957051306529,1
2884,2889500.393170316,34.100549775449885,1
3202,674011.8726267829,37.872869994169434,1
3218,450766.5224145035,34.032100284352175,1
5758,853916.5430209364,33.763129331236755,1
3899,906759.3958471776,33.7257592853092,1
5191,1151495.1995375557,37.47976044304173,1
6339,1275979.710863464,34.65071691287672,1
4074,643052.5633172306,33.93925868997386,1
9696,2739627.4835013873,37.42891820892212,1
5624,1982678.414671078,33.69423142323678,1
3471,2556222.642820091,35.64818400620903,1
4157,1703051.801248709,38.69507723187015,1
3855,1284901.4980320258,38.592237029338264,1
2965,168570.3468186835,34.167510372840475,1
2252,1972677.3782048365,33.69269457845957,1
3403,1795048.0426177836,37.76037634892594,1
3559,1283593.5140277718,38.547600309004146,1
5919,5850553.831388589,33.98931211271453,1
3474,1101007.1127838031,34.09094054223072,1
3471,707429.2958406706,34.20448184078985,1
3165,909414.893291076,34.01666673610157,1
1277,515078.5300023587,33.18972058365601,1
4528,1323340.005963876,33.634063381173085,1
5083,2376487.678105693,33.77805090948565,1
5522,1797954.8618552308,34.07645654678379,1
2716,757744.9186412761,34.1945635135788,1
3015,1294375.7003353646,33.91005062456612,1
5320,1486187.261048238,33.93040563693869,1
3809,854181.2914683152,38.02476991720669,1
3960,357204.2446834521,33.96945463278937,1
4712,1309771.2479913738,37.356489786748384,1
5131,649354.9202253298,34.197563920444004,1
4037,1947630.9370199495,34.194638150583195,1
4992,445020.96711703914,33.77913677691957,1
4600,920824.2064128084,33.897354783941644,1
4809,13524012.813288605,38.73914939070544,1
5000,1019406.4666143932,36.800281564273135,1
4863,2557371.5381967355,37.4241821768031,1
4870,1862706.8568917029,34.036223884780426,1
2889,106010.78763017242,34.05976821539375,1
2803,1313160.0796054185,34.054653596535886,1
3710,1564805.1685818594,36.79781319558183,1
3004,1037905.923777988,34.16285632881332,1
2981,872559.3730574157,38.4867894535147,1
3688,380666.7535428316,34.03484513830104,1
5735,1429770.1334730173,38.499566076636086,1
6129,1138081.6432391382,33.74426445784682,1
5072,655938.9578474917,34.02189033234099,1
3498,1431621.9927046462,36.97481489136243,1
4905,2655882.90641201,34.682145337824096,1
5400,1018910.7425080783,34.22616328121675,1
3493,354532.7950232855,37.80062859828846,1
4332,1878293.6262465375,33.96847563989268,1
7661,2020909.6285776617,37.559178581592576,1
3670,1288209.0175222843,38.27624589222862,1
3982,1176860.2235662208,37.465371982036615,1
2653,275020.8508045977,34.02805325523684,1
4883,1648547.1592408589,37.96755955909551,1
6553,1859787.7374663232,33.9035522983522,1
1207,1182304.242624212,38.57737504733834,1
5166,1660476.1107099408,38.7655163190226,1
4443,1443098.2825957222,37.23148149160778,1
4228,983058.6215947598,37.44313436738668,1
7717,1500308.6123189726,32.56418405024186,1
3357,932122.3423886476,33.661173457178734,1
3755,1952393.6084487168,33.73316258400349,1
2600,395204.8458064451,34.104736665135306,1
3603,2507839.420470355,37.91827984432244,1
6302,1963907.5124101017,33.92831163482083,1
7019,1962563.8087882116,37.834034026048506,1
3521,725868.9139396751,37.85732910917433,1
2537,341957.02664133994,33.89978668527254,1
2790,1294055403.3481448,33.2596943905574,1
6052,2634999.378674746,36.35720855689283,1
3070,1113800.5450186778,38.53582607538331,1
2888,3268768.9688813435,35.392440107220615,1
4765,891167.9751542684,37.65183692586088,1
4816,433788.2782876986,34.02567956083221,1
1600,1194852.5249684004,33.76308146991288,1
4558,2840513.6894445876,34.01591178677706,1
1818,837085.7740385012,34.294327121406695,1
3213,1418324.9701231737,34.27718139344135,1
2957,565568.7097745895,34.088658968778084,1
3163,642513.2999969524,33.99758925550229,1
4338,16770541.282192098,34.61627936842384,1
3951,1580861.964481081,34.56907736589813,1
3912,226633.39394619435,34.045365423682476,1
3413,1967507659.2410505,40.91589153588922,1
6021,4121850.533034027,34.13582729443543,1
3028,1499723.498256819,34.279754013636925,1
4617,4019951.7725114934,33.600715598701534,1
3758,371376.5532244834,33.76679886903277,1
6158,2657708.897861269,34.5838073942785,1
1973,91993.16720001638,37.7859221027729,1
4009,1289302.1188954108,34.07006225740266,1
3650,411229.27004274575,37.77923037655584,1
2826,926610.1225885436,33.85057533517356,1
3958,1249126.6495216622,35.29293757419805,1
5055,312267426.72416,35.26718081750035,1
5391,1081820.8758685023,32.80305158681387,1
2957,93095.04351919342,37.79099591773659,1
5075,3661223.9829619504,35.40948877851669,1
5281,903136.916312536,34.042278382403325,1
3258,423631.165814034,34.01406726113775,1
4042,955525.80690595,33.81496886587996,1
3017,194404.12042911167,34.02566100249874,1
4608,122185744.42649612,38.97400875243333,1
6385,1170284.7635637647,33.96226811237422,1
4859,1984102.825796752,37.75685220574653,1
6019,2506524.8313601064,35.405413662735185,1
3151,700487.6230384936,37.7991115786331,1
1590,907761583.5857364,37.30227606880989,1
6023,2277571.613947102,38.107960745613795,1
6205,2705235.0983216492,37.9231941407613,1
2448,127072.0373996781,37.79781910901628,1
3985,1139861.8324165558,34.090470097491,1
10320,2950255.7557394383,37.78493360434915,1
4285,1259244.0410065788,37.811449750532226,1
3346,1510136.6986057952,35.77108863107193,1
2717,307514.54071272025,37.703342914723216,1
4959,1354575.2669195323,34.01498412568693,1
3283,651120.3487067494,34.97140066693783,1
3378,1326857.527879602,33.74191116382986,1
4553,553503.9195339314,34.127161746319814,1
6272,910867.3444680846,37.471387533291434,1
4878,2466276.505608207,35.28888383340411,1
3614,3729407.9665519167,35.357648832931346,1
6883,1176269.3180194148,33.8506235598815,1
2663,324180.75820888387,34.09437694155094,1
3715,716163325.0048095,41.67425508148111,1
5606,473689.3238193965,33.96150714385771,1
2738,417886.329566106,37.89473727380757,1
3812,1146463.8121327842,37.89172771417249,1
3177,1488643.9687864028,38.633245091907845,1
6752,1582214.7263042144,32.59921734367559,1
2893,1092700.3807695897,35.30259813373802,1
2065,823316.8232705016,32.84398000154949,1
5255,7544521.733596232,38.43717914787755,1
4016,419604.25924872543,34.08639141148682,1
3876,629031.5339838858,37.57500696078595,1
4799,1386858.1338414906,35.30352210500961,1
3815,722053.0527698785,34.20469698507992,1
2871,1097348.4586840994,38.67094997579637,1
2942,1555109.6660115472,32.84781113290838,1
5257,918499.716594158,34.00727578834616,1
6872,10510421.188167812,36.72129914362275,1
86,493800092.3733597,38.725684532928845,1
2984,1604736.3466918182,33.982057764150994,1
5298,725960.2868637277,34.02221076841347,1
5457,526069.6849332057,33.99968240881929,1
5325,1701906.0828189629,33.67215880574407,1
3046,1158847.527670747,38.528738410718795,1
4537,1309225.9247079452,37.44918910354225,1
2759,139532.37522251994,34.074527370565455,1
3362,1121843.106105174,33.869679198533454,1
4767,658178.9453907365,34.02070713511519,1
5104,2182575.319225722,33.852468257687185,1
5094,1725398.299950946,33.73050857512836,1
3031,374388517.4620425,38.8764927019034,1
1829,1167181.5086990406,38.54907685031847,1
4325,2797683.3877405026,38.783974226685544,1
3687,928853.9241225856,34.06713337313434,1
2908,1292875.0411793524,36.32366831460107,1
2694,547135.0636430888,34.23106479215353,1
5008,643926.9203505638,34.081414938148065,1
5766,1450757.351878896,37.39314614037371,1
3122,1136946.0766248037,33.913125809513154,1
2863,1253439.4147025442,37.764326231285914,1
4931,8379217.608322038,39.150778907958326,1
6337,1540864.8485580871,32.69562998223786,1
5748,3113375.012358367,32.965825562509515,1
3925,700433.7683813026,33.821910326430896,1
3416,182934.7043330274,34.168014649189566,1
4062,1306143.7997978327,34.09622390546509,1
5759,991827.2507718503,34.29755669911303,1
6641,852384.4788676226,34.02780546873815,1
3686,1686463.694496887,34.217867984463645,1
3115,660322.0846119318,37.26609034416656,1
3173,1106310.269018475,38.56188231209956,1
5117,1276118.458351083,34.01551188679789,1
6057,1147126.4251550704,37.83120557634201,1
3308,1589222.1872369146,38.171204586561586,1
5899,263666750.2134476,39.10411784309475,1
2882,105454843.85875124,40.685482952347535,1
6841,4449846.731448449,33.87306523307209,1
6807,2162136.3669666247,38.386858758057045,1
2180,1328131.6506176584,37.95611698225487,1
1374,1635607315.212278,32.983026201220135,1
6659,2894109.528198751,32.65511362459372,1
6316,6307299.398034145,38.472872750305406,1
4347,916400.8648267924,33.93480897405459,1
3409,1609552.6016135192,34.56183276920907,1
2408,772521.3606870127,37.3061186559412,1
3752,729169.0321796072,37.83991902692877,1
4012,2934858.0694348197,37.28586712557297,1
4967,1512453.0947998452,34.10217868352822,1
8158,4617509.359248773,34.12236325268781,1
5131,480470.2444388088,33.786174284027396,1
4484,1716682027.3732605,39.919002043961214,1
2394,690230.8828470663,37.9021680050984,1
2796,566956.0065109151,34.217893134541455,1
5209,2674147.4122823733,34.21071945103273,1
2844,324457.100968248,34.253613388152885,1
4739,1173602.614296493,32.69686276469048,1
5981,3972105.8721653353,35.30706475679188,1
4941,1470614.872566503,34.21364586107352,1
5794,2443451.2606559773,33.86284886948407,1
3906,1295457.608769552,33.66505430709433,1
2420,940614.8924652762,32.85601435784479,1
2172,581084.6808598107,38.61353295308964,1
2816,403931.89674008207,33.94655755205902,1
2616,549548.8484379796,36.96563639837056,1
2481,318916.415487144,33.95526029549767,1
5335,671927.6518981385,37.74615450550101,1
3444,903359.3458898512,37.3067730583761,1
6310,1981879.3634451088,34.572650865000355,1
1146,4076780.401650136,38.5505130222271,1
1972,181435.10060091756,37.797662718156616,1
4997,2593516.7633515694,35.28877194911789,1
1449,4797478497.488845,36.14123577652099,1
2302,906527.0655229996,38.66576449301692,1
6965,2428347.7337584933,37.27001893913453,1
8151,1294092.0196035278,33.810157882660214,1
4758,9145968.783319049,35.898765759358284,1
5567,2434495.3118446344,38.339806214175994,1
6032,1310588.8506240996,38.265524409311965,1
3317,884233.3045222987,34.2767470788882,1
4096,1209943.8112570057,34.03922244082798,1
5157,583151.561983388,37.77783354229642,1
3829,82897.06018828662,34.05763879173283,1
3775,699864.5727399846,34.25160505604882,1
3326,448109.0047532358,37.89439735593397,1
4770,3319857.558897089,40.567511776712,1
6630,1988287.4367232393,37.43756052132359,1
3834,695033.8786877083,37.29769187556335,1
4593,1070353.6534358943,37.4093028086364,1
5471,393322332.91361624,37.93044614323447,1
4259,2583255.2185826907,34.56519638845134,1
3945,1038774.9443448822,33.877248257610226,1
3884,1400082.0326283108,36.96709457239104,1
4346,310191346.2086304,41.42118240700703,1
6188,1204067.55084393,34.08460538452063,1
1657,136189.67306796517,34.074138969410996,1
5222,401334.2686192198,33.966039061284214,1
6702,3245234.1534970454,33.747557768829104,1
2338,1618676.652787967,33.95721003456983,1
4575,543408.6904423357,37.75477742405395,1
4189,631086.5582166811,34.19925712922629,1
2112,250547.35445115351,37.72149098715907,1
4044,1263734.3029913176,33.66492195497103,1
2615,258415.06019098923,34.10060327307052,1
4231,421766.1021758524,33.7881297006378,1
2179,354325.24002879206,34.109048855881134,1
2707,863934.0984020773,36.6701138203,1
5392,1654040.60905799,37.427691325912654,1
5526,645717.8612273263,33.90602786956796,1
587,652867.9725776041,37.79563029844386,1
3662,1086147.0923199533,38.40136093196551,1
2704,336972.6484361354,34.05202527436113,1
2220,3281615.389360722,36.99577979796516,1
5344,956567.4619592656,37.34985340762921,1
3597,701781.2898533478,34.22472307881392,1
3774,204899.4662557574,37.773561774373626,1
3526,1460428.591807308,34.0873335419873,1
3878,769646554.6195009,37.20160767446721,1
4925,1317040.9177247826,34.2213456953098,1
4095,1034794.3829984284,34.097591928172875,1
3349,78034196.09187812,36.79597187352137,1
6674,764175.9605462118,33.97903710833527,1
2691,138661.1541723572,34.06357272551828,1
3420,748849.1010711337,32.74472821903229,1
3343,1056982.7113306057,37.9044940297298,1
2597,638289396.5049281,38.60142534956908,1
4255,908549.2677929808,37.776538619073825,1
3643,614195.4940487205,34.099828219154844,1
4125,456651.6938467136,33.14180971024116,1
5073,639474.887963075,33.94860246781429,1
3855,2571580.0979800974,37.536538594993786,1
4263,639949.9590310388,37.54649498753838,1
3835,838251.3052830057,34.22606827154716,1
3155,989677.0529416428,34.17201528499278,1
2675,1260041.1225321237,38.52451832197974,1
7313,1335954.941942145,34.16231929008265,1
2353,1179865.8588931016,33.7376118714185,1
7464,1356637.963924057,34.13162709004371,1
3219,1309996.7291725392,38.61624214819533,1
4388,353227.0890536449,34.07215101865503,1
3084,219254.3472832845,33.95516805866788,1
3028,561612.925812697,34.20476186297681,1
4292,2097510.816693298,36.05938806986124,1
3194,1085207.2623326988,37.805423259470885,1
3750,1148058.776182634,34.01008496634596,1
3881,1930194.793533904,38.41545385109669,1
2811,342470.3848401673,33.956402165138144,1
2459,481393.15064721863,32.72408572404598,1
3829,985119.5803597394,34.19384005007268,1
5078,1498019.0789173746,34.58020659998878,1
5593,1866492.329283545,34.26844409675278,1
4546,1626677.119092648,37.29038651047827,1
